id,Name,Year,IMDB Rating,Metascore,Number of Votes
604,Wild Things,(1998),6.5,52,96384
605,The X Files,(1998),7.0,60,91501
606,What Dreams May Come,(1998),7.0,44,89879
607,Sphere,(1998),6.1,35,88604
608,Patch Adams,(1998),6.7,25,88182
609,U.S. Marshals,(1998),6.5,47,83688
610,Doctor Dolittle,(1998),5.3,46,81314
611,Elizabeth,(1998),7.5,75,81056
612,Out of Sight,(1998),7.0,85,75918
613,Following,(1998),7.6,60,73400
614,The Celebration,(1998),8.1,82,70155
615,A Perfect Murder,(1998),6.5,50,69032
616,Snake Eyes,(1998),6.0,52,68093
617,Six Days Seven Nights,(1998),5.8,51,64909
618,Lost in Space,(1998),5.1,42,62012
619,The Siege,(1998),6.3,53,61794
620,Ever After: A Cinderella Story,(1998),7.0,66,61759
621,Practical Magic,(1998),6.2,46,61352
622,Star Trek: Insurrection,(1998),6.4,64,61170
623,I Still Know What You Did Last Summer,(1998),4.6,21,59786
624,Happiness,(1998),7.8,81,59284
625,Sliding Doors,(1998),6.8,59,56146
626,A Simple Plan,(1998),7.5,82,54721
627,Halloween H20: 20 Years Later,(1998),5.7,52,53730
628,Urban Legend,(1998),5.5,35,51447
629,Stepmom,(1998),6.7,58,51391
630,Half Baked,(1998),6.7,16,51326
631,BASEketball,(1998),6.6,38,51324
632,A Night at the Roxbury,(1998),6.2,26,51196
633,The Legend of 1900,(1998),8.1,58,46047
634,Vampires,(1998),6.1,42,46004
635,Great Expectations,(1998),6.8,55,45728
636,Show Me Love,(1998),7.6,73,45131
637,"Black Cat, White Cat",(1998),8.1,73,44318
638,Very Bad Things,(1998),6.3,31,41351
639,Psycho,(1998),4.6,47,40344
640,Can't Hardly Wait,(1998),6.5,52,40008
641,Buffalo '66,(1998),7.5,68,39996
642,He Got Game,(1998),6.9,63,38858
643,The Avengers,(1998),3.7,12,37067
644,The Horse Whisperer,(1998),6.6,65,34749
645,Pokémon: The First Movie - Mewtwo Strikes Back,(1998),6.0,35,32687
646,Le Dîner de Cons,(1998),7.7,73,32293
647,Apt Pupil,(1998),6.7,51,31222
648,Central Station,(1998),8.0,80,30819
649,Velvet Goldmine,(1998),7.0,65,29585
650,54,(1998),5.8,33,29077
651,Hard Rain,(1998),5.8,36,28794
652,The Red Violin,(1998),7.7,57,28473
653,Babe: Pig in the City,(1998),5.8,68,27363
654,Gods and Monsters,(1998),7.5,74,26292
655,The Idiots,(1998),6.9,47,26088
656,The Big Hit,(1998),6.1,31,25994
657,Primary Colors,(1998),6.7,70,24968
658,Mighty Joe Young,(1998),5.6,51,24659
659,A Civil Action,(1998),6.5,68,24627
660,The Replacement Killers,(1998),6.1,42,24506
661,Species II,(1998),4.3,19,24209
662,SLC Punk!,(1998),7.5,50,23480
663,Bulworth,(1998),6.8,75,23047
664,Waking Ned Devine,(1998),7.3,71,22682
665,Celebrity,(1998),6.3,41,21880
666,Hope Floats,(1998),5.9,42,21047
667,Simon Birch,(1998),6.9,39,19205
668,The Opposite of Sex,(1998),6.5,70,18893
669,Phantoms,(1998),5.4,26,17393
670,Holy Man,(1998),4.9,41,17305
671,Croupier,(1998),7.2,75,16731
672,The Object of My Affection,(1998),6.0,51,16690
673,Little Voice,(1998),7.0,68,14578
674,Dead Man on Campus,(1998),6.1,27,12357
675,Knock Off,(1998),4.8,37,12331
676,Return to Paradise,(1998),6.9,54,12244
677,Pecker,(1998),6.4,66,12188
678,Senseless,(1998),6.0,36,11572
679,The Last Days of Disco,(1998),6.6,76,10639
680,Slums of Beverly Hills,(1998),6.6,69,10239
681,One True Thing,(1998),7.0,63,10085
682,Clay Pigeons,(1998),6.6,46,9781
683,The Gingerbread Man,(1998),5.7,65,9666
684,The Newton Boys,(1998),6.0,57,9134
685,Hilary and Jackie,(1998),7.4,78,9023
686,High Art,(1998),6.7,73,8934
687,Smoke Signals,(1998),7.2,76,8654
688,Last Night,(I) (1998),7.3,65,8551
689,Hush,(1998),5.3,18,8114
690,Train of Life,(1998),7.7,62,7825
691,After Life,(1998),7.7,91,7817
692,Fight Club,(1999),8.8,66,1523489
693,The Matrix,(1999),8.7,73,1367181
694,American Beauty,(1999),8.4,86,916787
695,The Green Mile,(1999),8.5,61,901581
696,The Sixth Sense,(1999),8.1,64,780200
697,Star Wars: Episode I - The Phantom Menace,(1999),6.5,51,604248
698,Toy Story 2,(1999),7.9,88,427817
699,The Mummy,(1999),7.0,48,345049
700,American Pie,(1999),7.0,58,335691
701,Sleepy Hollow,(1999),7.4,65,289471
702,Being John Malkovich,(1999),7.8,90,273454
703,Magnolia,(1999),8.0,77,256781
704,Eyes Wide Shut,(1999),7.4,68,251067
705,10 Things I Hate About You,(1999),7.2,70,248378
706,Notting Hill,(1999),7.1,66,224989
707,Office Space,(1999),7.8,68,215199
708,The Boondock Saints,(1999),7.9,44,208530
709,The Blair Witch Project,(1999),6.4,81,205155
710,Austin Powers: The Spy Who Shagged Me,(1999),6.6,59,193421
711,Dogma,(1999),7.3,62,191138
712,Big Daddy,(1999),6.4,41,174437
713,"South Park: Bigger, Longer & Uncut",(1999),7.8,73,173696
714,The World Is Not Enough,(1999),6.4,57,167363
715,Tarzan,(1999),7.2,79,164083
716,Cruel Intentions,(1999),6.8,56,159267
717,The Talented Mr. Ripley,(1999),7.3,76,150988
718,The Ninth Gate,(1999),6.7,44,146653
719,Three Kings,(1999),7.1,82,146624
720,The Iron Giant,(1999),8.0,85,142794
721,The Insider,(1999),7.9,84,142624
722,Wild Wild West,(1999),4.8,38,138205
723,"Girl, Interrupted",(1999),7.4,51,137699
724,Analyze This,(1999),6.7,61,131779
725,The Bone Collector,(1999),6.7,45,131759
726,Galaxy Quest,(1999),7.3,70,131597
727,The Virgin Suicides,(1999),7.2,76,126864
728,Payback,(I) (1999),7.1,46,119174
729,8MM,(1999),6.5,19,110482
730,Man on the Moon,(1999),7.4,58,109293
731,Deep Blue Sea,(1999),5.8,54,107355
732,The 13th Warrior,(1999),6.6,42,106419
733,Stuart Little,(1999),5.9,61,105698
734,Any Given Sunday,(1999),6.8,52,102687
735,Bicentennial Man,(1999),6.8,42,96341
736,End of Days,(1999),5.7,33,95249
737,Entrapment,(1999),6.3,54,94997
738,The Cider House Rules,(1999),7.4,75,84088
739,eXistenZ,(1999),6.8,68,83169
740,Boys Don't Cry,(1999),7.6,86,82883
741,The Hurricane,(1999),7.6,74,82028
742,Runaway Bride,(1999),5.5,39,81238
743,Election,(1999),7.3,83,78781
744,The Thomas Crown Affair,(1999),6.8,72,77647
745,All About My Mother,(1999),7.9,87,75860
746,Ghost Dog: The Way of the Samurai,(1999),7.5,67,75723
747,Arlington Road,(1999),7.2,65,73829
748,Never Been Kissed,(1999),6.0,60,73291
749,She's All That,(1999),5.8,51,73150
750,October Sky,(1999),7.8,71,70437
751,The Straight Story,(1999),8.0,86,69807
752,Stir of Echoes,(1999),7.0,67,66339
753,Blue Streak,(1999),6.3,46,64919
754,Deuce Bigalow: Male Gigolo,(1999),5.7,30,63454
755,Go,(1999),7.3,72,61943
756,Double Jeopardy,(1999),6.4,40,61160
757,Audition,(1999),7.2,69,60692
758,Bowfinger,(1999),6.4,71,60089
759,The Messenger: The Story of Joan of Arc,(1999),6.4,54,58984
760,Stigmata,(1999),6.2,28,57777
761,The Thirteenth Floor,(1999),7.0,36,57293
762,Mystery Men,(1999),6.1,65,56579
763,Bringing Out the Dead,(1999),6.8,70,56314
764,Blast from the Past,(1999),6.6,48,52817
765,The Astronaut's Wife,(1999),5.3,37,48529
766,House on Haunted Hill,(1999),5.6,28,47954
767,Lake Placid,(1999),5.6,34,46757
768,The General's Daughter,(1999),6.3,47,46058
769,Inspector Gadget,(1999),4.1,36,39452
770,Edtv,(1999),6.1,48,37547
771,Varsity Blues,(1999),6.4,50,37402
772,Life,(I) (1999),6.7,63,36816
773,Idle Hands,(1999),6.2,31,35585
774,Anna and the King,(1999),6.7,56,32786
775,Summer of Sam,(1999),6.6,67,32716
776,Ravenous,(1999),7.0,46,32445
777,Detroit Rock City,(1999),6.8,33,32050
778,Mickey Blue Eyes,(1999),5.8,49,31467
779,Message in a Bottle,(1999),6.2,39,31459
780,Fantasia 2000,(1999),7.2,59,30144
781,Sweet and Lowdown,(1999),7.3,70,29396
782,Instinct,(1999),6.5,43,28994
783,Drop Dead Gorgeous,(1999),6.6,28,28715
784,Forces of Nature,(1999),5.4,46,28566
785,For Love of the Game,(1999),6.6,43,27815
786,True Crime,(1999),6.6,65,27673
787,The Limey,(1999),7.1,73,26201
788,Pushing Tin,(1999),6.0,47,25908
789,Universal Soldier: The Return,(1999),4.1,24,25495
790,Virus,(1999),4.9,19,23460
791,"Mystery, Alaska",(1999),6.7,49,23273
792,A Midsummer Night's Dream,(1999),6.5,61,22304
793,But I'm a Cheerleader,(1999),6.6,39,21652
794,Baby Geniuses,(1999),2.6,6,21555
795,Jawbreaker,(1999),5.5,22,20581
796,Human Traffic,(1999),7.1,53,20572
797,Brokedown Palace,(1999),6.4,44,19705
798,The Story of Us,(1999),5.9,37,19383
799,The End of the Affair,(1999),7.1,65,18958
800,Mansfield Park,(1999),7.1,71,18476
801,Titus,(1999),7.2,57,18204
802,Angela's Ashes,(1999),7.3,54,18121
803,Teaching Mrs. Tingle,(1999),5.2,35,18107
804,Random Hearts,(1999),5.1,38,17946
805,Three to Tango,(1999),6.1,36,17025
806,Pokémon: The Movie 2000,(1999),6.0,28,17019
807,Dick,(1999),6.1,65,16801
808,The Corruptor,(1999),6.0,56,16088
809,Drive Me Crazy,(1999),5.7,42,16046
810,Superstar,(1999),5.0,42,15898
811,Kikujiro,(1999),7.9,44,15834
812,Flawless,(1999),6.4,50,15596
813,Anywhere But Here,(1999),6.2,59,15556
814,East Is East,(1999),6.9,74,15472
815,The Bachelor,(1999),5.0,31,15429
816,Wing Commander,(1999),4.2,21,15222
817,American Movie,(1999),7.9,84,14694
818,Buena Vista Social Club,(1999),7.6,81,14451
819,The Rage: Carrie 2,(1999),4.6,42,13832
820,Eye of the Beholder,(1999),4.9,29,13751
821,An Ideal Husband,(I) (1999),6.9,67,13708
822,200 Cigarettes,(1999),5.9,33,13601
823,Jakob the Liar,(1999),6.5,40,13504
824,The Big Kahuna,(1999),6.6,56,12824
825,Holy Smoke,(1999),5.9,57,12811
826,Snow Falling on Cedars,(1999),6.8,44,12795
827,The Color of Paradise,(1999),8.2,80,12726
828,Jin-Roh: The Wolf Brigade,(1999),7.5,59,12352
829,Simply Irresistible,(1999),5.3,27,12086
830,At First Sight,(1999),5.9,40,11937
831,Sunshine,(1999),7.5,71,11812
832,The Girl on the Bridge,(1999),7.6,75,11732
833,Ride with the Devil,(I) (1999),6.8,69,11687
834,Cookie's Fortune,(1999),6.9,70,11610
835,The Out-of-Towners,(1999),5.3,33,11368
836,The Deep End of the Ocean,(1999),6.3,45,11270
837,The Road Home,(1999),7.9,71,11120
838,The Other Sister,(1999),6.5,28,10963
839,Music of the Heart,(1999),6.8,54,10746
840,Play It to the Bone,(1999),5.4,32,10635
841,Topsy-Turvy,(1999),7.4,90,10555
842,Rosetta,(1999),7.6,76,10430
843,Tea with Mussolini,(1999),6.9,53,9845
844,The Muse,(1999),5.6,56,9725
845,Plunkett & Macleane,(1999),6.4,44,8967
846,"Happy, Texas",(1999),6.3,62,8957
847,My Best Fiend,(1999),7.9,70,8774
848,Dudley Do-Right,(1999),3.9,44,8739
849,Bats,(1999),3.7,23,8722
850,Chill Factor,(1999),5.2,33,8658
851,Romance,(1999),5.3,49,8634
852,The War Zone,(1999),7.4,68,8540
853,Mumford,(1999),6.9,62,8333
854,Cradle Will Rock,(1999),6.9,64,8284
855,Gladiator,(2000),8.5,67,1102684
856,Memento,(2000),8.5,80,947963
857,Snatch,(2000),8.3,55,666227
858,Requiem for a Dream,(2000),8.3,68,643501
859,X-Men,(2000),7.4,64,500288
860,Cast Away,(2000),7.8,73,438054
861,American Psycho,(2000),7.6,64,397837
862,Unbreakable,(2000),7.2,62,286330
863,Meet the Parents,(2000),7.0,73,278637
864,Mission: Impossible II,(2000),6.1,59,264124
865,"O Brother, Where Art Thou?",(2000),7.8,69,245757
866,Gone in Sixty Seconds,(2000),6.5,35,233609
867,"Crouching Tiger, Hidden Dragon",(2000),7.9,93,230226
868,The Patriot,(2000),7.2,63,224629
869,Almost Famous,(2000),7.9,90,222871
870,Pitch Black,(2000),7.1,49,205400
871,Scary Movie,(2000),6.2,48,202325
872,"Me, Myself & Irene",(2000),6.6,49,199145
873,Final Destination,(2000),6.7,36,197362
874,The Beach,(I) (2000),6.6,43,194539
875,Amores Perros,(2000),8.1,83,191054
876,Traffic,(2000),7.6,86,179156
877,Remember the Titans,(2000),7.8,48,174178
878,What Women Want,(2000),6.4,47,171377
879,How the Grinch Stole Christmas,(2000),6.1,46,163630
880,Chocolat,(2000),7.3,64,160580
881,Charlie's Angels,(2000),5.5,52,154658
882,Miss Congeniality,(2000),6.2,43,153925
883,Chicken Run,(2000),7.0,88,153083
884,High Fidelity,(2000),7.5,79,151915
885,Battle Royale,(2000),7.7,81,149942
886,Erin Brockovich,(2000),7.3,73,147805
887,The Emperor's New Groove,(2000),7.3,70,144911
888,Road Trip,(2000),6.5,55,141898
889,The Perfect Storm,(2000),6.4,59,140703
890,"Dude, Where's My Car?",(2000),5.5,30,123200
891,Hollow Man,(2000),5.7,24,108926
892,Scream 3,(2000),5.5,56,106810
893,Billy Elliot,(2000),7.7,74,105958
894,The 6th Day,(2000),5.9,49,105848
895,Shanghai Noon,(2000),6.6,77,105016
896,What Lies Beneath,(2000),6.6,51,104704
897,Pay It Forward,(2000),7.2,40,102694
898,The Whole Nine Yards,(2000),6.7,47,96954
899,Coyote Ugly,(2000),5.6,27,96305
900,Men of Honor,(2000),7.2,56,96048
901,The Family Man,(2000),6.7,42,92195
902,In the Mood for Love,(2000),8.1,85,89817
903,Frequency,(2000),7.4,67,89029
904,Bedazzled,(2000),6.0,49,87016
905,Dancer in the Dark,(2000),8.0,61,86696
906,Little Nicky,(2000),5.3,38,86452
907,The Cell,(2000),6.3,40,85236
908,Finding Forrester,(2000),7.3,62,76278
909,Bring It On,(2000),6.0,52,75693
910,Malèna,(2000),7.5,54,73071
911,Big Momma's House,(2000),5.1,33,72018
912,U-571,(2000),6.6,62,69381
913,Battlefield Earth,(2000),2.4,9,68866
914,The Road to El Dorado,(2000),6.9,51,67528
915,Space Cowboys,(2000),6.4,73,64512
916,Mission to Mars,(2000),5.6,34,64183
917,Shaft,(2000),5.9,50,62190
918,Romeo Must Die,(2000),6.1,52,60422
919,Wonder Boys,(2000),7.4,73,56934
920,The Gift,(2000),6.7,62,55830
921,Titan A.E.,(2000),6.6,48,54485
922,Vertical Limit,(2000),5.9,48,52768
923,The Crimson Rivers,(2000),6.9,49,51900
924,The Replacements,(2000),6.5,30,51591
925,Proof of Life,(2000),6.2,45,51365
926,Red Planet,(2000),5.7,34,50404
927,Best in Show,(2000),7.5,78,48945
928,The Legend of Bagger Vance,(2000),6.7,47,48480
929,Thirteen Days,(2000),7.3,67,48254
930,Quills,(2000),7.3,70,47195
931,Sexy Beast,(2000),7.3,79,46911
932,Keeping the Faith,(2000),6.4,60,46593
933,Boiler Room,(2000),7.0,63,44323
934,Dinosaur,(2000),6.5,56,43093
935,Nine Queens,(2000),7.9,80,42472
936,Nutty Professor II: The Klumps,(2000),4.3,38,42468
937,Rules of Engagement,(2000),6.4,45,39802
938,28 Days,(2000),6.0,46,37603
939,The Kid,(2000),6.1,45,36462
940,Shadow of the Vampire,(2000),6.9,71,36056
941,Ginger Snaps,(2000),6.8,70,35883
942,Tigerland,(2000),7.0,55,34934
943,Reindeer Games,(2000),5.7,37,33566
944,Small Time Crooks,(2000),6.7,69,33244
945,Chopper,(2000),7.2,65,33194
946,Book of Shadows: Blair Witch 2,(2000),4.0,15,31962
947,Nurse Betty,(2000),6.2,69,31021
948,Next Friday,(2000),6.1,41,30747
949,Get Carter,(2000),5.1,24,29176
950,102 Dalmatians,(2000),4.9,35,29135
951,Dracula 2000,(2000),4.9,26,28977
952,Dungeons & Dragons,(2000),3.7,14,28915
953,Where the Heart Is,(2000),6.8,30,28810
954,The Way of the Gun,(2000),6.7,49,28769
955,The Skulls,(2000),5.6,24,28389
956,The Art of War,(2000),5.7,30,26396
957,Vampire Hunter D: Bloodlust,(2000),7.7,62,24921
958,You Can Count on Me,(2000),7.7,85,24701
959,Pollock,(2000),7.0,77,24441
960,Loser,(2000),5.3,35,24194
961,The Watcher,(I) (2000),5.3,22,23319
962,Before Night Falls,(2000),7.3,85,21941
963,Autumn in New York,(2000),5.5,24,21845
964,The Contender,(2000),7.0,59,21330
965,Joint Security Area,(2000),7.9,58,21271
966,Brother,(I) (2000),7.2,47,19787
967,Under Suspicion,(2000),6.5,43,19515
968,The Million Dollar Hotel,(2000),5.9,25,19294
969,State and Main,(2000),6.8,75,18990
970,Together,(2000),7.5,84,18633
971,Bounce,(2000),5.7,52,18488
972,In July,(2000),7.8,71,18135
973,My Dog Skip,(2000),7.0,61,17603
974,The Adventures of Rocky & Bullwinkle,(2000),4.2,36,17576
975,Highlander: Endgame,(2000),4.6,21,17421
976,The Yards,(2000),6.4,58,17379
977,Return to Me,(2000),6.9,54,17363
978,The Flintstones in Viva Rock Vegas,(2000),3.6,27,17164
979,Center Stage,(2000),6.7,52,16720
980,Flickering Lights,(2000),7.7,47,16306
981,Dr. T & the Women,(2000),4.6,64,16297
982,Saving Grace,(2000),6.9,62,16156
983,Love & Basketball,(2000),7.2,70,15666
984,Supernova,(I) (2000),4.8,19,15528
985,Rape Me,(2000),4.5,35,15377
986,Yi Yi,(2000),8.1,93,15002
987,Boys and Girls,(2000),5.4,29,14542
988,The Tigger Movie,(2000),6.3,53,14447
989,Songs from the Second Floor,(2000),7.7,76,14403
990,Urban Legends: Final Cut,(2000),4.2,16,13964
991,The Dish,(2000),7.2,74,13576
992,The Princess and the Warrior,(2000),7.6,64,13431
993,The Man Who Cried,(2000),6.2,40,13168
994,Gossip,(I) (2000),5.9,31,13144
995,Down to You,(2000),4.9,13,12985
996,Bless the Child,(2000),5.1,17,12781
997,Ready to Rumble,(2000),5.3,23,12362
998,Drowning Mona,(2000),5.6,25,12233
999,Cecil B. DeMented,(2000),6.2,57,12029
1000,All the Pretty Horses,(2000),5.8,55,11972
1001,Italian for Beginners,(2000),7.1,77,11883
1002,Gangster No. 1,(2000),6.8,60,11622
1003,Animal Factory,(2000),6.6,65,11333
1004,The Ladies Man,(2000),5.1,22,11308
1005,The Isle,(2000),7.1,61,11004
1006,Blood: The Last Vampire,(2000),6.7,44,10797
1007,Hanging Up,(2000),4.8,33,10748
1008,Anatomy,(2000),6.1,33,10656
1009,Snow Day,(2000),5.0,34,10124
1010,Werckmeister Harmonies,(2000),8.3,92,10054
1011,The Next Best Thing,(2000),4.7,25,9796
1012,Lost Souls,(2000),4.8,16,9788
1013,Bait,(2000),5.7,39,9595
1014,Code Unknown,(2000),7.2,74,9541
1015,Rugrats in Paris: The Movie,(2000),6.1,62,9139
1016,The Lord of the Rings: The Fellowship of the Ring,(2001),8.8,92,1378383
1017,A Beautiful Mind,(2001),8.2,72,697746
1018,"Monsters, Inc.",(2001),8.1,78,666343
1019,Donnie Darko,(2001),8.1,88,647620
1020,Amélie,(2001),8.3,69,598585
1021,Shrek,(2001),7.9,84,515422
1022,Harry Potter and the Sorcerer's Stone,(2001),7.6,64,511724
1023,Spirited Away,(2001),8.6,96,489755
1024,Ocean's Eleven,(2001),7.8,74,441445
1025,Training Day,(2001),7.7,69,333715
1026,Black Hawk Down,(2001),7.7,74,318688
1027,The Fast and the Furious,(2001),6.7,58,300138
1028,The Others,(2001),7.6,74,295277
1029,Pearl Harbor,(2001),6.1,44,276609
1030,Mulholland Drive,(2001),8.0,83,268818
1031,The Mummy Returns,(2001),6.3,48,267782
1032,A.I. Artificial Intelligence,(2001),7.1,65,259771
1033,Jurassic Park III,(2001),5.9,42,244122
1034,Moulin Rouge!,(2001),7.6,66,239924
1035,The Royal Tenenbaums,(2001),7.6,76,229118
1036,Hannibal,(2001),6.8,57,224135
1037,Vanilla Sky,(2001),6.9,45,221226
1038,Zoolander,(2001),6.6,61,218286
1039,American Pie 2,(2001),6.4,43,213946
1040,Blow,(2001),7.6,52,213563
1041,Enemy at the Gates,(2001),7.6,53,209234
1042,Planet of the Apes,(2001),5.7,50,192764
1043,Bridget Jones's Diary,(2001),6.7,66,192278
1044,Rush Hour 2,(2001),6.6,48,173881
1045,Lara Croft: Tomb Raider,(2001),5.8,33,170328
1046,Swordfish,(2001),6.5,32,163153
1047,K-PAX,(2001),7.4,49,160479
1048,Legally Blonde,(2001),6.2,59,148372
1049,A Knight's Tale,(2001),6.9,56,148163
1050,Jay and Silent Bob Strike Back,(2001),6.9,51,135409
1051,From Hell,(2001),6.8,54,133352
1052,I Am Sam,(2001),7.6,28,130103
1053,Scary Movie 2,(2001),5.3,29,129899
1054,Spy Game,(2001),7.1,63,128675
1055,Shallow Hal,(2001),5.9,48,115880
1056,The Score,(2001),6.8,71,108134
1057,Evolution,(2001),6.1,40,107815
1058,The Princess Diaries,(2001),6.3,52,105789
1059,Ghost World,(2001),7.4,88,102656
1060,Y Tu Mamá También,(2001),7.7,88,98929
1061,Rat Race,(2001),6.4,52,98480
1062,Jeepers Creepers,(2001),6.1,49,96985
1063,Serendipity,(2001),6.9,52,93250
1064,The Mexican,(2001),6.1,43,92777
1065,Spy Kids,(2001),5.4,71,92368
1066,The Man Who Wasn't There,(2001),7.6,73,91790
1067,Behind Enemy Lines,(2001),6.4,49,91538
1068,Not Another Teen Movie,(2001),5.7,32,85958
1069,Lagaan: Once Upon a Time in India,(2001),8.2,84,84207
1070,Ali,(2001),6.8,65,84167
1071,The Experiment,(2001),7.8,60,83794
1072,Atlantis: The Lost Empire,(2001),6.8,52,82936
1073,The One,(2001),5.9,25,82402
1074,Super Troopers,(2001),7.1,48,81880
1075,Final Fantasy: The Spirits Within,(2001),6.4,49,75931
1076,Sweet November,(2001),6.7,27,75863
1077,Monster's Ball,(2001),7.1,69,75409
1078,Thir13en Ghosts,(2001),5.6,30,70052
1079,Kate & Leopold,(2001),6.4,44,70046
1080,Gosford Park,(2001),7.3,90,69449
1081,The Wedding Planner,(2001),5.3,33,66765
1082,Frailty,(2001),7.3,64,66617
1083,Along Came a Spider,(2001),6.3,42,63720
1084,Shaolin Soccer,(2001),7.3,68,63135
1085,The Last Castle,(2001),6.9,43,61011
1086,Bandits,(2001),6.5,60,59999
1087,Joy Ride,(2001),6.6,75,57116
1088,Kiss of the Dragon,(2001),6.6,58,55934
1089,Brotherhood of the Wolf,(2001),7.1,57,55683
1090,Waking Life,(2001),7.8,82,53858
1091,The Devil's Backbone,(2001),7.5,78,52796
1092,Save the Last Dance,(2001),6.2,53,51314
1093,The Animal,(2001),4.8,43,50786
1094,America's Sweethearts,(2001),5.7,44,50111
1095,Cats & Dogs,(2001),5.1,47,49649
1096,Original Sin,(2001),6.0,33,47985
1097,The Majestic,(2001),6.9,27,47651
1098,Session 9,(2001),6.5,58,47265
1099,Heartbreakers,(2001),6.2,47,46714
1100,How High,(2001),6.3,29,46446
1101,The Pledge,(I) (2001),6.8,71,46227
1102,Wet Hot American Summer,(2001),6.7,42,46188
1103,Ghosts of Mars,(2001),4.9,35,45780
1104,Ichi the Killer,(2001),7.1,55,45716
1105,Joe Dirt,(2001),5.9,20,44773
1106,15 Minutes,(2001),6.1,34,44760
1107,Formula 51,(2001),6.3,23,44591
1108,The Piano Teacher,(2001),7.5,79,44571
1109,Don't Say a Word,(2001),6.3,38,43104
1110,Jason X,(2001),4.4,25,42880
1111,Freddy Got Fingered,(2001),4.5,13,41596
1112,Life as a House,(2001),7.5,45,40627
1113,No Man's Land,(I) (2001),8.0,84,40085
1114,3000 Miles to Graceland,(2001),5.9,21,39748
1115,Dr. Dolittle 2,(2001),4.7,49,36751
1116,Rock Star,(2001),6.2,54,36744
1117,Driven,(2001),4.5,29,36099
1118,Cowboy Bebop: The Movie,(2001),7.9,61,35742
1119,Saving Silverman,(2001),5.9,22,35042
1120,The Curse of the Jade Scorpion,(2001),6.8,52,34286
1121,In the Bedroom,(2001),7.5,86,34024
1122,Black Knight,(2001),4.8,32,33298
1123,The Believer,(2001),7.2,75,32872
1124,Hearts in Atlantis,(2001),6.9,55,32502
1125,Wasabi,(2001),6.7,53,32130
1126,Mean Machine,(2001),6.5,45,31589
1127,Sex and Lucia,(2001),7.2,65,31472
1128,Bully,(2001),7.0,45,31064
1129,The Shipping News,(2001),6.8,47,30005
1130,Captain Corelli's Mandolin,(2001),5.9,36,29756
1131,Heist,(2001),6.5,66,29496
1132,Exit Wounds,(2001),5.5,39,29037
1133,Hedwig and the Angry Inch,(2001),7.8,85,28008
1134,Osmosis Jones,(2001),6.3,57,27639
1135,The Glass House,(2001),5.8,34,27446
1136,Bubble Boy,(2001),5.6,41,27270
1137,One Night at McCool's,(2001),6.1,46,26692
1138,Antitrust,(2001),6.1,31,26560
1139,Jimmy Neutron: Boy Genius,(2001),6.0,65,26292
1140,The Tailor of Panama,(2001),6.1,66,25259
1141,Hardball,(2001),6.4,48,24177
1142,Riding in Cars with Boys,(2001),6.5,43,24148
1143,Birthday Girl,(2001),6.1,51,22546
1144,Domestic Disturbance,(2001),5.5,29,22406
1145,Crazy/Beautiful,(2001),6.5,61,22377
1146,Valentine,(2001),4.7,18,21743
1147,Buffalo Soldiers,(2001),6.9,56,21525
1148,Someone Like You...,(2001),6.1,32,21292
1149,Crocodile Dundee in Los Angeles,(2001),4.8,37,21090
1150,Monsoon Wedding,(2001),7.4,77,21087
1151,Impostor,(2001),6.2,33,20944
1152,Knockaround Guys,(2001),6.1,30,20656
1153,Angel Eyes,(2001),5.6,39,20431
1154,Glitter,(2001),2.2,14,20144
1155,Down to Earth,(2001),5.4,32,19898
1156,Josie and the Pussycats,(2001),5.4,47,19783
1157,Enigma,(2001),6.4,64,18570
1158,Metropolis,(2001),7.3,75,18115
1159,Lost and Delirious,(2001),7.0,53,18110
1160,O,(2001),6.2,53,17911
1161,Millennium Actress,(2001),7.9,70,17395
1162,Lantana,(2001),7.3,84,17228
1163,Tape,(2001),7.3,71,16863
1164,Get Over It,(2001),5.8,52,16363
1165,Just Visiting,(2001),5.8,38,16321
1166,Human Nature,(2001),6.4,56,16197
1167,Tomcats,(2001),5.3,15,16036
1168,Storytelling,(2001),6.9,50,15948
1169,The Son's Room,(2001),7.4,73,15764
1170,Made,(2001),6.4,62,15710
1171,Iris,(I) (2001),7.1,76,15602
1172,Out Cold,(2001),6.3,22,15254
1173,Monkeybone,(2001),4.7,40,15175
1174,The Closet,(2001),7.1,72,14978
1175,Kissing Jessica Stein,(2001),6.6,72,14718
1176,Summer Catch,(2001),5.0,21,13748
1177,What's the Worst That Could Happen?,(2001),5.5,37,13416
1178,The Musketeer,(2001),4.7,27,13271
1179,Pulse,(2001),6.6,70,13188
1180,Elling,(2001),7.6,70,12964
1181,The Lord of the Rings: The Two Towers,(2002),8.7,87,1229754
1182,Catch Me If You Can,(2002),8.1,75,630644
1183,Spider-Man,(2002),7.3,73,595590
1184,City of God,(2002),8.6,79,591164
1185,The Pianist,(2002),8.5,85,571949
1186,Star Wars: Episode II - Attack of the Clones,(2002),6.6,54,528404
1187,The Bourne Identity,(2002),7.9,68,448398
1188,Harry Potter and the Chamber of Secrets,(2002),7.4,63,442874
1189,Minority Report,(2002),7.7,80,437676
1190,Ice Age,(2002),7.5,60,364748
1191,Gangs of New York,(2002),7.5,72,346263
1192,28 Days Later...,(2002),7.6,73,324933
1193,Signs,(2002),6.7,59,295882
1194,Men in Black II,(2002),6.1,49,288492
1195,Equilibrium,(2002),7.5,33,281221
